"Region.Code","County.Name","Municipality","Location","Route.Carried.and.Reference.Marker","Owner","Year.Built","Date.Last.Inspected","SD.FO.Status","Condition.Rating"
1,"ALBANY","Cohoes  (City)","CITY OF COHOES           ","PEEBLES SO ACC RD","State - Other",1891,"10/01/2014","FO",5.282
1,"ALBANY","Colonie  (Town)",".5 MI S JCT SH 5 & SH 155","155  155 11013004","County",2002,"10/16/2014","N",6.186
1,"ALBANY","Colonie  (Town)","0.8 MI SW JCT 32 & 155   ","155  155 11013096","NYSDoT",1961,"10/02/2014","FO",4.688
1,"ALBANY","Colonie  (Town)","JCT SH 378 & HUDSON RIVER","378  378 11011026","NYSDoT",1971,"08/17/2013","N",6.324
1,"ALBANY","Colonie  (Town)","JCT.RTE 378 & HUDSON RIV.","378  378 11011027","NYSDoT",1932,"12/22/2014","FO",4.056
1,"ALBANY","Colonie  (Town)"," JCT RTE 7 < RTE I890    ","7    7 11061001","NYSDoT",1960,"08/11/2014","N",4.972
1,"ALBANY","Colonie  (Town)","JCT I87 & RTE 7          ","7    7 11081032","NYSDoT",2010,"11/10/2014","N",6.806
1,"ALBANY","Colonie  (Town)","INTERS.RTES 87I & 7, WB-7","7    7 11081141","NYSDoT",1986,"07/08/2014","SD",4.833
1,"ALBANY","Colonie  (Town)","0.5 MI W JCT RTS 7A+I-787","7    7 11081172","NYSDoT",1983,"04/18/2014","N",5.406
1,"ALBANY","Colonie  (Town)",".4 MI W JCT SH 7 & I787","7    7 11081174","NYSDoT",1983,"10/02/2014","N",5.121
1,"ALBANY","Colonie  (Town)","0.2 MI W JCT RTS 7A+I787 ","7    7 11081176","NYSDoT",1983,"03/27/2014","N",5.219
1,"ALBANY","Colonie  (Town)","ALT RT 7 & I787 ON RAMPSB","7    7 11081177","NYSDoT",1970,"04/11/2014","N",5.641
1,"ALBANY","Colonie  (Town)","ALT RT 7 & I787 ON RAMPSB","7    7 11081177","NYSDoT",1970,"04/11/2014","N",5.594
1,"ALBANY","Colonie  (Town)","JCT ALT RT 7 & I787      ","7    7 11081178","NYSDoT",1971,"09/18/2014","N",4.656
1,"ALBANY","Colonie  (Town)","INTER RTES 87I & 7 E.B.  ","7   87I11072B05","NYSDoT",1986,"07/08/2014","SD",4.833
1,"ALBANY","Colonie  (Town)","SH 7 WB OFF TO I787 SB","787I 787I11014105","NYSDoT",1971,"08/14/2014","N",5.094
1,"ALBANY","Colonie  (Town)","0.8 MI NE JCT I87 & S H 5","87I  87I11082015","NYSDoT",2001,"09/17/2013","N",6.08
1,"ALBANY","Colonie  (Town)","JCT I87 & RTE 155        ","87I  87I11082027","NYSDoT",1959,"10/19/2014","SD",3.938
1,"ALBANY","Colonie  (Town)","JCT I87 & RTE 155        ","87I  87I11082027","NYSDoT",1959,"10/19/2014","SD",3.891
1,"ALBANY","Colonie  (Town)","1.2 MI W JCT RTS 9 & 155 ","87I  87I11082036","NYSDoT",2007,"03/28/2013","N",6.04
1,"ALBANY","Colonie  (Town)","1.2 MI W JCT RTS 9 & 155 ","87I  87I11082037","NYSDoT",2007,"03/28/2013","N",6.28
1,"ALBANY","Colonie  (Town)","1.7 MI N JCT I87 & NY 7  ","87I  87I11082066","NYSDoT",2001,"04/02/2013","N",6.435
1,"ALBANY","Colonie  (Town)","1.9 MI N JCT I87 & RTE 7 ","87I  87I11082066","NYSDoT",2001,"04/02/2013","N",6.587
1,"ALBANY","Colonie  (Town)","JCT.87I&MOHK.R& BARGE CAN","87I  87I11082076","NYSDoT",1959,"12/03/2014","N",5.111
1,"ALBANY","Colonie  (Town)","JCT.87I&MOHK.R& BARGE CAN","87I  87I11082076","NYSDoT",1959,"06/12/2013","FO",5.429
1,"ALBANY","Colonie  (Town)","0.9 MI.N OF LATHAM ON RT9","9    9 11082055","NYSDoT",1984,"10/08/2014","N",5.333
1,"ALBANY","Colonie  (Town)","JCT OF RT 9 & MOHAWK RV  ","9    9 11082101","NYSDoT",1996,"08/11/2014","N",6.097
1,"ALBANY","Colonie  (Town)","1.1MI W JCT ALT RTE7&I787","BOGHT ROAD","NYSDoT",1985,"04/17/2014","N",5.181
1,"ALBANY","Colonie  (Town)","1 MI N OF ALBANY AIRPORT","COUNTY ROAD 160","County",2002,"03/29/2013","N",6.027
1,"ALBANY","Colonie  (Town)","JCT S.H.2 & U.S.9        ","LATHAM CIRCLE","NYSDoT",1959,"09/19/2013","N",6.121
1,"ALBANY","Colonie  (Town)","JCT S.H.2 & U.S.9        ","LATHAM CIRCLE","NYSDoT",1959,"09/19/2013","N",6.283
1,"ALBANY","Colonie  (Town)","1.1MI E JCT ALT RTE 7 & 9","MILLER ROAD","NYSDoT",1985,"04/29/2014","N",5.417
1,"ALBANY","Colonie  (Town)","1MI N OLD LOUDON RD & 7  ","OLD LOUDON ROAD","NYSDoT",1986,"06/17/2014","N",5.306
1,"ALBANY","Colonie  (Town)",".2MI.W.INTER.RTES9&ALT.7 ","RT7-RT9 CONNECTOR","NYSDoT",1986,"04/04/2014","N",5.234
1,"ALBANY","Colonie  (Town)"," 0.1 MI S.JCT RTS 7 & 9  ","SHOP CTR X-OVER 9","NYSDoT",1959,"11/06/2013","FO",6.127
1,"ALBANY","Colonie  (Town)","NEW SPARROWBUSH OVER I87 ","SPARROWBUSH RD","NYSDoT",1984,"07/08/2014","FO",4.889
1,"ALBANY","Colonie  (Village)","JCT I87 & SH 5 IN COLONIE","87I  87I11082008","NYSDoT",1998,"05/05/2014","FO",5.683
1,"ALBANY","Colonie  (Village)","JCT I87 & SH 5 IN COLONIE","87I  87I11082008","NYSDoT",1998,"05/05/2014","FO",5.619
1,"ALBANY","Colonie  (Village)","0.8 MI NE JCT I87 & S H 5","87I  87I11082015","NYSDoT",2001,"09/17/2013","FO",6.08
1,"ALBANY","Green Island  (Village)","23RD ST & HUDSON AVE GI  ","23RD STREET","NYSDoT",1970,"03/06/2013","N",5.757
1,"ALBANY","Green Island  (Village)","25TH ST & ALBANY ST GI   ","25TH ST-ALBANY ST","NYSDoT",1970,"03/06/2013","N",5.237
1,"ALBANY","Green Island  (Village)","RTE.787I AND HUDSON RIVER","787I   7 11081179","NYSDoT",1981,"11/10/2014","FO",4.211
1,"ALBANY","Green Island  (Village)","VILLAGE OF GREEN ISLAND  ","787I 787I11014107","NYSDoT",1981,"07/24/2014","N",5.278
1,"ALBANY","Green Island  (Village)","JCT I787 & ALT RTE 7","ALT RTE 7","NYSDoT",1971,"09/25/2013","N",4.919
1,"ALBANY","Green Island  (Village)","IN VIL. OF GREEN ISLAND  ","GREEN ISLAND WEST","NYSDoT",1982,"07/07/2014","N",4.931
1,"ALBANY","Green Island  (Village)","VILLAGE OF GREEN ISLAND  ","HOOSICK ST - I787","NYSDoT",1981,"08/19/2014","N",4.958
1,"ALBANY","Green Island  (Village)",".2MI S.JCT787 < ALT RTE 7","PUMPHOUSEACCESSRD","NYSDoT",1971,"04/19/2013","N",5.4
1,"ALBANY","Green Island  (Village)","IN VIL. OF GREEN ISLAND  ","TROY-GREEN ISLAND","NYSDoT",1982,"04/30/2014","FO",4.528
1,"ALBANY","Guilderland  (Town)",".2 MI W JCT RTS 146 & 158","146  146 11021097","NYSDoT",1994,"06/16/2014","N",6.565
1,"ALBANY","Guilderland  (Town)","1.8 MI E JCT SH146 &SH158","146  146 11021115","NYSDoT",1985,"10/16/2013","N",4.914
1,"ALBANY","Guilderland  (Town)","2.9 MI E JCT RT 146 & 158","146  146 11021126","NYSDoT",1929,"05/12/2014","N",4.268
1,"ALBANY","Guilderland  (Town)","0.6 MI SW JCT RTS 7 & 146","146  146 11021173","NYS Thruway Authority",1993,"10/08/2013","N",5.762
1,"ALBANY","Guilderland  (Town)","2.3 M N JCT RT 85A & 155 ","155  155 11011022","NYSDoT",1998,"04/28/2014","FO",6.111
1,"ALBANY","Guilderland  (Town)",".9 MI N JCT SH146 & SH158","158  158 11011009","NYSDoT",1939,"04/10/2013","N",4.93
1,"ALBANY","Guilderland  (Town)","0.2 MI S JCT RTS 20 & 582","158  158 11011016","NYSDoT",1992,"04/09/2013","N",5.627
1,"ALBANY","Guilderland  (Town)",".2 MI W JCT US 20 & SH158","20   20 11201026","NYSDoT",1941,"05/06/2013","N",4.981
1,"ALBANY","Guilderland  (Town)","JCT RT 20 AND I87 TO I90 ","20   20 11201109","NYS Thruway Authority",1991,"04/17/2014","FO",5.292
1,"ALBANY","Guilderland  (Town)","2.3 MI S JCT RTS 20 & 397","397  397 11011007","NYSDoT",2002,"06/16/2014","N",6.63
1,"ALBANY","Guilderland  (Town)",".8 MI S JCT I87 & 910B","87I  87I11082000","NYSDoT",1959,"11/26/2013","N",5.032
1,"ALBANY","Guilderland  (Town)",".8 MILE S JCT I87 & 910B","87I  87I11082000","NYSDoT",1959,"11/26/2013","N",4.875
1,"ALBANY","Guilderland  (Town)","0.1W.JCT 87ITWASH.AV.EXT.","910D 910D11061021","NYSDoT",1984,"04/03/2014","N",6.604
1,"ALBANY","Guilderland  (Town)","1.2 MI NW OF VOORHEESVLLE","COUNTY ROAD 201","County",1933,"09/12/2013","N",5.171
1,"ALBANY","Guilderland  (Town)","2.5MINW OF VOORHEESVILLE ","CR  201","County",1943,"07/18/2014","N",6.017
1,"ALBANY","Guilderland  (Town)","0.4MI N.JCT.RTE20 +90I   ","CROSSGATES ROAD","NYSDoT",1984,"05/06/2014","N",4.972
1,"ALBANY","Guilderland  (Town)","0.5M N.JCT RT 20 & 87I   ","CROSSGATESFLYOVER","NYSDoT",1993,"06/18/2014","N",5.972
1,"ALBANY","Guilderland  (Town)","1.2 MI S OF GUILDERLAND","GRANT HILL ROAD","County",2014,"11/04/2014","N",6.919
1,"ALBANY","Guilderland  (Town)","EXIT 25 OF I90","INTERCH 25 RAMP","NYS Thruway Authority",1955,"09/26/2013","FO",4.609
1,"ALBANY","Guilderland  (Town)","1.3MI NE OF VOORHEESVILLE","JOHNSTON RD CR203","County",1991,"04/03/2014","N",5.746
1,"ALBANY","Guilderland  (Town)","2.94 MI NW INT24 ON I90","OLD STATE ROAD","NYS Thruway Authority",1955,"04/24/2014","FO",4.172
1,"ALBANY","Guilderland  (Town)","1.3 MI NE OF DUNNSVILLE  ","OLD STATE ROAD","County",1963,"04/09/2013","N",6.475
1,"ALBANY","Guilderland  (Town)","1.45 MI SE EXIT 24 ON I90","SCHOOL HOUSE RD","NYS Thruway Authority",1998,"10/30/2014","FO",6.222
1,"ALBANY","Guilderland  (Town)","IN GUILDERLAND CENTER    ","SCHOOL ROAD","County",1987,"06/17/2013","SD",4.902
1,"ALBANY","Guilderland  (Town)","JCT. RTE US 20 + 87I     ","US20 EB to910F NB","NYSDoT",1984,"04/03/2014","N",5.156
1,"ALBANY","Guilderland  (Town)","2.4MIE OF ALTAMONT       ","WEAVER ROAD","County",1975,"08/28/2014","SD",3.739
1,"ALBANY","Guilderland  (Town)","1.5 MI NW OF ALTAMONT    ","WESTFALL ROAD","County",1999,"05/13/2014","N",6.254
1,"ALBANY","Knox  (Town)",".4 MILE N OF WEST BERNE  ","443  443 11021002","NYSDoT",1983,"05/20/2014","N",6.022
1,"ALBANY","Knox  (Town)","2.2 MI NW OF ALTAMONT","BOZENKILL ROAD","Railroad",1981,"08/12/2014","FO",3.882
1,"ALBANY","Knox  (Town)","2.3 MILES NW OF ALTAMONT","COUNTY ROAD 253","County",2002,"07/29/2013","N",6.61
1,"ALBANY","Knox  (Town)","VILLAGE OF WEST BERNE    ","DUTCH SETTLMNT RD","County",1988,"11/01/2013","N",5.947
1,"ALBANY","Knox  (Town)","1.3 MILES NORTH OF BERNE","PLEASANT VLLEY RD","County",2007,"06/16/2014","N",6.133
1,"ALBANY","Knox  (Town)","1.1 MILE N OF BERNE      ","PLEASANT VLLY RD","County",1989,"08/27/2014","N",5.759
1,"ALBANY","Menands  (Village)",".9 MI S JCT SH 32 & SH378","32   32 11043009","NYSDoT",2004,"10/28/2014","N",6.056
1,"ALBANY","Menands  (Village)",".1 MI E JCT SH377 & SH378","378  378 11011016","NYSDoT",2004,"09/18/2014","N",5.826
1,"ALBANY","Menands  (Village)","0.9 MI W JCT I787 & 378  ","378  378 11011019","NYSDoT",1971,"05/14/2014","N",4.938
1,"ALBANY","Menands  (Village)","0.3 MI W JCT I787 & 378  ","378  378 11011023","NYSDoT",1971,"12/03/2014","FO",5.982
1,"ALBANY","Menands  (Village)","JCT I787 & 378           ","378  378 11011024","NYSDoT",1971,"12/19/2014","N",5.297
1,"ALBANY","Menands  (Village)","JCT I787 & 378           ","378  378 11011025","NYSDoT",1971,"12/19/2014","FO",4.859
1,"ALBANY","Menands  (Village)",".1 MI SE JCT SH32 & SH913","913T 913T11011000","NYSDoT",1970,"10/08/2013","N",4.75
1,"ALBANY","Menands  (Village)",".07MI. N.ALBANY OVER I787","913T 913T11011004","NYSDoT",1971,"11/18/2013","FO",5.344
1,"ALBANY","New Scotland  (Town)","0.5 MI N JCT RT 85A & 155","155  155 11011005","NYSDoT",1932,"07/11/2013","FO",5.9
1,"ALBANY","New Scotland  (Town)","4.3 MI N JCT SH32 & SH143","32   32 11041113","NYSDoT",1931,"04/10/2013","N",4.36
1,"ALBANY","New Scotland  (Town)","RTE 443 IN CLARKSVILLE   ","443  443 11021138","NYSDoT",2000,"09/03/2014","N",6.652
1,"ALBANY","New Scotland  (Town)",".1 MI E Jct NY85 + NY443","85   85 11011122","NYSDoT",2003,"04/25/2013","N",6.483
1,"ALBANY","New Scotland  (Town)","1.7 MI SW JCT RT 85A &156","85A  85A11011018","NYSDoT",1939,"06/19/2014","SD",3.429
1,"ALBANY","New Scotland  (Town)","1.3 MI SW JCT RT 85A &156","85A  85A11011022","NYSDoT",2004,"07/08/2014","N",6.552
1,"ALBANY","New Scotland  (Town)","VILLAGE OF CLARKSVILLE   ","CLARKSVILLE SO RD","County",2001,"05/01/2014","N",6.085
1,"ALBANY","New Scotland  (Town)","VILLAGE OF CLARKSVILLE   ","COUNTY ROAD 301","County",1931,"04/01/2013","FO",4.967
1,"ALBANY","New Scotland  (Town)",".5 MI E OF VOORHEESVILLE ","COUNTY ROAD 306","County",1999,"04/03/2014","N",6.119
1,"ALBANY","New Scotland  (Town)","0.8 MI NW JCT RT 443     ","GAME FARM ROAD","State - Other",1930,"05/17/2013","FO",5.867
1,"ALBANY","New Scotland  (Town)","1.7 MI SE OF CLARKSVILLE ","GROESBECK ROAD","County",1981,"04/01/2013","N",4.807
1,"ALBANY","New Scotland  (Town)","3 MI E OF VOORHEESVILLE","KRUMKILL ROAD","County",1939,"06/06/2014","FO",4.719
1,"ALBANY","New Scotland  (Town)","1.4 MI SE OF CLARKSVILLE ","OLD PLANK RD","County",1898,"05/09/2014","FO",5.328
1,"ALBANY","New Scotland  (Town)","2 MI SW OF FEURA BUSH","ONESQUETHAW CK RD","County",1886,"03/26/2013","FO",4.518
1,"ALBANY","New Scotland  (Town)","1.7 MI S OF FEURA BUSH   ","ROWE ROAD","County",1882,"08/20/2013","FO",5.377
1,"ALBANY","New Scotland  (Town)","2.1 MI NW OF CLARKSVILLE","WOLF HILL ROAD","Town",1960,"04/16/2013","SD",3.5
1,"ALBANY","Ravena  (Village)","JCT I87 & RTE 143        ","87I X","NYS Thruway Authority",1952,"06/05/2014","N",5.38
1,"ALBANY","Rensselaerville  (Town)","JCT RTS 81 & 145         ","145  145 11021005","NYSDoT",1932,"07/23/2014","N",4.766
1,"ALBANY","Rensselaerville  (Town)","0.6 MI N JCT RTS 81 & 145","145  145 11021012","NYSDoT",1998,"10/09/2014","N",5.778
1,"ALBANY","Rensselaerville  (Town)","1.5 MI N JCT RTS 81 & 145","145  145 11021021","NYSDoT",1931,"08/28/2014","N",4.521
1,"ALBANY","Rensselaerville  (Town)","2.0 MI N JCT RTS 81 & 145","145  145 11021026","NYSDoT",1931,"09/05/2014","N",4.61
1,"ALBANY","Rensselaerville  (Town)","3.0 MI N JCT RTS 81 & 145","145  145 11021038","NYSDoT",1931,"04/24/2014","N",4.559
1,"ALBANY","Rensselaerville  (Town)","2.5 MI NW PRESTON HOLLOW ","145  145 11021052","NYSDoT",1997,"04/24/2014","N",6.1
1,"ALBANY","Rensselaerville  (Town)","0.1 MI SE JCT RT 81 & 145","81   81 11011001","NYSDoT",1977,"04/14/2014","N",4.921
1,"ALBANY","Rensselaerville  (Town)","5.4 MI W JCT RTS 85 & 143","85   85 11011011","NYSDoT",1996,"06/16/2014","N",6.724
1,"ALBANY","Rensselaerville  (Town)","5.1 MI W JCT RTS 85 & 143","85   85 11011013","NYSDoT",1996,"06/16/2014","N",6.345
1,"ALBANY","Rensselaerville  (Town)","HAMLET OF MEDUSA         ","COUNTY ROAD 351","County",1956,"06/18/2013","N",5.571
1,"ALBANY","Rensselaerville  (Town)","0.8 MI E PRESTON HOLLOW  ","COUNTY ROAD 352","County",1951,"05/17/2013","N",5.857
1,"ALBANY","Rensselaerville  (Town)","4 MI S OF RENSSELAERVILLE","COUNTY ROAD 354","County",2004,"09/12/2014","N",5.414
1,"ALBANY","Rensselaerville  (Town)","3 MI S OF RENSSELAERVILLE","COUNTY ROAD 357","County",1952,"08/21/2013","N",5.286
1,"ALBANY","Rensselaerville  (Town)","0.3 MILE SW OF MEDUSA    ","COUNTY ROUTE 403","County",1989,"07/31/2014","N",6.714
1,"ALBANY","Rensselaerville  (Town)","HAMLET OF RENSSELAERVILLE","DELAWARE TURNPIKE","County",1955,"06/18/2013","FO",5.881
1,"ALBANY","Rensselaerville  (Town)","1 MI.W.HMT.PRESTON HOLLOW","FOX CREEK ROAD","County",1935,"03/28/2013","SD",5.016
1,"ALBANY","Rensselaerville  (Town)","4 MI.SW.RENSSELAERVILLE  ","FOX CREEK ROAD","County",1951,"03/27/2013","N",4.054
1,"ALBANY","Rensselaerville  (Town)","3 MI W PRESTON HOLLOW    ","KINGS LANE","County",1897,"04/16/2014","SD",5
1,"ALBANY","Rensselaerville  (Town)","3 MI SW RENSSELAERVILLE  ","MACCULLOCK ROAD","County",1960,"03/27/2013","N",5.358
1,"ALBANY","Rensselaerville  (Town)","4 MI SW RENSSELAERVILLE  ","MERCER ROAD","County",1999,"11/14/2014","FO",5.459
1,"ALBANY","Rensselaerville  (Town)","1 MI W HMLT MEDUSA       ","NILES ROAD","County",1982,"03/28/2013","N",5.111
1,"ALBANY","Rensselaerville  (Town)","1 MI.NW HAMLET OF MEDUSA ","SAYRE ROAD","County",1980,"03/28/2013","N",4.737
1,"ALBANY","Rensselaerville  (Town)","IN HMLT.OF PRESTON HOLLOW","SNYDER ROAD","County",1999,"11/18/2014","FO",5.443
1,"ALBANY","Rensselaerville  (Town)","1.5 MI NW PRESTON HOLLOW","UNNAMED TOWN ROAD","County",1984,"03/19/2014","FO",3.286
1,"ALBANY","Schodack  (Town)","1 MI E EXIT 21B OF I90   ","BERKSHIRE SPUR","NYS Thruway Authority",1958,"11/20/2014","N",4.362
1,"ALBANY","Voorheesville  (Village)","0.1 M SW JCT RT 85A & 156","85A  85A11011030","NYSDoT",1998,"07/08/2014","FO",5.936
1,"ALBANY","Voorheesville  (Village)","0.4 E JCT RTS 85A & 156  ","85A  85A11011035","NYSDoT",1998,"07/08/2014","FO",5.967
1,"ALBANY","Voorheesville  (Village)","0.2 MI E JCT RTS 85A &156","STONINGTON HLS RD","Village",1999,"05/14/2013","N",5.333
1,"ALBANY","Watervliet  (City)","CONGRESS ST BRIDGE       ","2  X","NYSDoT",1969,"11/25/2013","FO",4.778
1,"ALBANY","Watervliet  (City)","0.6 MI N JCT I787 & 378  ","787I 787I11013002","NYSDoT",1971,"10/20/2014","N",5.875
1,"ALBANY","Watervliet  (City)","I787 & 23RD ST - HUDSON A","787I 787I11013018","NYSDoT",1971,"07/25/2014","FO",5.172
1,"ALBANY","Watervliet  (City)","0.5 MI N JCT I787 & RT 7 ","787I 787I11014000","NYSDoT",1971,"04/21/2014","N",4.906
1,"ALBANY","Westerlo  (Town)","0.7 MI E JCT RTS 32 & 143","32   32 11041054","NYSDoT",1982,"04/04/2014","N",5.04
1,"ALBANY","Westerlo  (Town)","IN HAMLET OF WESTERLO    ","COUNTY ROAD 1","County",2007,"03/25/2013","N",6.886
1,"ALBANY","Westerlo  (Town)","IN HAMLET OF WESTERLO    ","COUNTY ROAD 401","County",2004,"03/25/2013","N",5.5
1,"ALBANY","Westerlo  (Town)","3.5 MI E OF SMITHS CORS  ","COUNTY ROAD 402","County",1960,"03/25/2013","N",4.829
1,"ALBANY","Westerlo  (Town)","0.1 MI SW HMLT S WESTERLO","COUNTY ROAD 403","County",1940,"05/09/2014","N",6.136
1,"ALBANY","Westerlo  (Town)","3 MILES SW OF WESTERLO","COUNTY ROAD 404","County",1935,"07/29/2013","N",5.657
1,"ALBANY","Westerlo  (Town)","HMLT OF S WESTERLO       ","COUNTY ROAD 405","County",1933,"07/26/2013","N",5.18
1,"ALBANY","Westerlo  (Town)","4 MI SE WESTERLO         ","COUNTY ROAD 406","County",1949,"09/19/2013","N",6.068
1,"ALBANY","Westerlo  (Town)","3 MI W HAMLET OF WESTERLO","CR312","County",2009,"10/10/2013","N",6.913
1,"ALBANY","Westerlo  (Town)","3 MI NE HAMLT OF WESTERLO","DUNBAR HOLLOW RD","County",2004,"04/01/2013","N",6.852
1,"ALBANY","Westerlo  (Town)","1.5 MI SE OF WESTERLO","LOBDELL MILL ROAD","County",1980,"04/17/2013","N",5.887
1,"ALBANY","Westerlo  (Town)","2.5 MI W HMLT WESTERLO   ","TAN HOLLOW ROAD","County",2014,"12/16/2014","N",7
6,"ALLEGANY","Alfred  (Town)","3.0 MI N JCT 417 & 21    ","21   21 61011030","NYSDoT",1986,"06/18/2013","N",5.579
6,"ALLEGANY","Alfred  (Town)","1.1 MI S JCT SR21 & SR244","21   21 61011075","NYSDoT",2004,"09/29/2014","N",6.2
6,"ALLEGANY","Alfred  (Town)","0.1 MI S JCT RTS 21 & 244","21   21 61011088","NYSDoT",1986,"04/11/2013","N",5.206
6,"ALLEGANY","Alfred  (Town)","AT JCT RTS 21 + 244      ","961G X","NYSDoT",1936,"05/21/2014","SD",3.891
6,"ALLEGANY","Alfred  (Town)","4.2 MI SW OF ALFRED      ","CR12 ELM VAL RD","County",1973,"08/18/2014","N",6.018
6,"ALLEGANY","Alfred  (Town)","1.7 MI E OF ALFRED       ","EAST VALLEY ROAD","Town",1970,"06/18/2014","N",4.947
6,"ALLEGANY","Alfred  (Town)","1.1 MI S ALFRED STATION  ","EAST VALLEY ROAD","Town",1970,"04/08/2014","N",5.909
6,"ALLEGANY","Alfred  (Town)","3.1 MI NE OF ANDOVER     ","EAST VALLEY ROAD","Town",1970,"08/13/2014","N",6.286
6,"ALLEGANY","Alfred  (Town)","2.6 MI N.W. OF ALFRED    ","MC HENRY ROAD","County",1980,"07/23/2013","N",6.318
6,"ALLEGANY","Alfred  (Town)","1.0 MI S ALFRED STATION  ","PLEASANT VALLEY R","Town",1984,"04/08/2014","N",4.755
6,"ALLEGANY","Alfred  (Village)","IN ALFRED                ","960B 960B61011008","NYSDoT",1976,"04/02/2014","FO",5.611
6,"ALLEGANY","Alfred  (Village)","IN ALFRED                ","ELM STREET","Village",1976,"04/29/2013","SD",5.921
6,"ALLEGANY","Alfred  (Village)","IN ALFRED                ","PINE STREET","Town",1961,"05/06/2014","SD",4.407
6,"ALLEGANY","Alfred  (Village)","IN ALFRED                ","W UNIVERSITY AVE","Village",1944,"06/26/2014","N",4.514
6,"ALLEGANY","Allen  (Town)","2.4 MI SW OF SHORT TRACK ","BOTTSFORD HLLW RD","Town",2007,"04/23/2014","N",6.259
6,"ALLEGANY","Allen  (Town)","2.6 MI N OF ANGELICA     ","COUNTY ROAD 15","County",1963,"07/08/2013","N",7
6,"ALLEGANY","Allen  (Town)","1.0 MI S OF SHORT TRACT  ","COUNTY ROAD 15","County",1962,"11/24/2014","N",5.053
6,"ALLEGANY","Allen  (Town)","2.2 M SE OF SHORT TRACT  ","MIDDLE ROAD","Town",2001,"08/28/2013","N",6.477
6,"ALLEGANY","Allen  (Town)","4.3 MI NE OF ANGELICA    ","OLD STATE ROAD","Town",1997,"08/28/2013","N",6.045
6,"ALLEGANY","Allen  (Town)","3.5 MI N OF ANGELICA     ","OLD STATE ROAD","Town",1933,"08/20/2014","N",4.236
6,"ALLEGANY","Alma  (Town)","0.6 MILES NORTH OF ALMA  ","COUNTY ROAD 18","County",1988,"10/22/2014","N",5.689
6,"ALLEGANY","Alma  (Town)","IN ALMA                  ","COUNTY ROAD 18","County",1991,"09/23/2014","N",5.911
6,"ALLEGANY","Alma  (Town)","1.4 MI. NORTH OF ALMA    ","COUNTY ROAD 18","County",1990,"09/23/2014","N",6.178
6,"ALLEGANY","Alma  (Town)","0.3 MI SW OF ALMA        ","PUMP STATION ROAD","Town",1960,"09/23/2014","N",5.719
6,"ALLEGANY","Almond  (Town)","1.1 MI SW OF ALMOND      ","86I  17 61032327","NYSDoT",1973,"06/24/2014","N",4.878
6,"ALLEGANY","Almond  (Town)","IN BISHOPVILLE           ","BISHOPVILLE EXT","Town",1969,"05/15/2014","SD",4.772
6,"ALLEGANY","Almond  (Town)","0.1 MI S OF BISHOPVILLE  ","BISHOPVILLE ROAD","Town",1994,"04/17/2014","N",5.727
6,"ALLEGANY","Almond  (Town)","1.4 MI W OF BISHOPVILLE  ","BROWN ROAD","Town",1983,"08/18/2014","N",5.947
6,"ALLEGANY","Almond  (Town)","4.0 MI W OF BISHOPVILLE  ","BUSH ROAD","Town",1972,"05/28/2014","SD",3.869
6,"ALLEGANY","Almond  (Town)","4.7 MI SW OF ALMOND      ","COUNTY ROAD 11","County",1986,"04/21/2014","N",4.977
6,"ALLEGANY","Almond  (Town)","1.0 MI SW OF ALMOND      ","COUNTY ROAD 11","County",1991,"04/21/2014","N",6.46
6,"ALLEGANY","Almond  (Town)","3.4 MILES SW OF ALMOND","COUNTY ROAD 11","County",1959,"07/23/2013","N",6.545
6,"ALLEGANY","Almond  (Town)","3.1 MI NE OF W ALMOND    ","COUNTY ROAD 2","County",2008,"04/28/2014","N",6.886
6,"ALLEGANY","Almond  (Town)","2.9 MI NE OF WEST ALMOND","COUNTY ROAD 2A","County",2004,"11/05/2014","N",6.902
6,"ALLEGANY","Almond  (Town)","0.4 MI NE OF BISHOPVILLE ","COUNTY ROAD 32","County",2010,"11/05/2014","N",7
6,"ALLEGANY","Almond  (Town)","3.7 MILES NW OF ALMOND","COUNTY ROAD 32","County",2009,"06/12/2013","N",6.909
6,"ALLEGANY","Almond  (Town)","1.1 MI NE OF BISHOPVILLE ","DOWNING ROAD","Town",1960,"07/28/2014","SD",4.37
6,"ALLEGANY","Almond  (Town)","4.3 MI NW OF ALMOND      ","EMERSON ROAD","Town",1972,"04/17/2014","N",5
6,"ALLEGANY","Almond  (Town)","3.0 MI W OF ALMOND       ","KARR VLY ROAD","County",1967,"05/06/2013","N",6.477
6,"ALLEGANY","Almond  (Town)","4.5 MI W OF ALMOND       ","PAIGE ROAD","Town",1972,"07/28/2014","SD",4.842
6,"ALLEGANY","Almond  (Town)","2.4 MI S OF ALMOND       ","SATTERLEE HILL RD","Town",1973,"11/24/2014","N",5.082
6,"ALLEGANY","Almond  (Town)","2.8 MI SW OF ALMOND      ","STANZ ROAD","Town",1985,"05/01/2014","FO",6.14
6,"ALLEGANY","Almond  (Town)","2.2 MI SE OF ALMOND      ","STEPHANS ROAD","Town",1973,"12/08/2014","SD",5.789
6,"ALLEGANY","Almond  (Village)","RTE 21 S END ALMOND      ","21   21 61011121","NYSDoT",1990,"04/11/2013","FO",5.254
6,"ALLEGANY","Almond  (Village)","EXIT 33 OF I86 - ALMOND","86I  17 61032338","NYSDoT",1973,"07/24/2013","N",5.619
